"","X","V1","V2","HindHe","Depth","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15"
"DS.MN.L04-DS.U.2",1,"DS.MN.L04-DS.U.2","Minneapolis",0.339914620136643,892,5.14752589934818,-0.304736747624861,-4.40891069057922,-2.76915148890482,-4.0214774618035,-0.900270522615098,1.54778828381926,-0.0564631289140424,-0.159648477878888,-0.200008155309838,0.0196250827388164,0.233716406003947,0.198609650156238,-0.101916435916057,0.0636369516101239
"DS.BO.WL3.M.4",2,"DS.BO.WL3.M.4","Boston",0.266953109556648,1891,4.68897593579463,-0.0247023452067479,-5.79432059182218,-5.33320101826711,-4.36691703061312,-0.68672075720028,0.941915118573049,0.340402200584038,-0.370154815092943,-0.444222783310428,0.238728425936412,0.170769824466558,0.418842711805017,-0.255503771258777,0.197358126690053
"DS.BO.WL1.M.4",3,"DS.BO.WL1.M.4","Boston",NA,0,2.86620999575938,-2.45527933302229,1.34453790620673,-0.334826453984512,-2.91627026696371,-1.43658366753216,2.82888004148399,0.40224784813501,-0.295061359234328,0.25899302051425,-0.097985231758578,0.0607845490921942,0.264907871220129,0.379638872086875,-0.159044037146405
"DS.BO.LC1.M.2",4,"DS.BO.LC1.M.2","Boston",0.211165312406014,1683,5.40992102327733,0.451306729889309,-4.47234424126008,-3.44856809949359,-4.07789466259851,-0.755022498790689,1.10254328139989,-0.0335356094081994,-0.171330430837213,-0.317662223270857,0.113067866761673,0.178825819464038,0.214049423116564,-0.228571141135542,0.0918178109316121
"DS.BO.HC4.M.4",5,"DS.BO.HC4.M.4","Boston",0.180420677805974,1800,5.51699485131678,0.109241184191602,-5.07301780115576,-4.24908717700048,-3.78999022533794,-0.731425452512341,1.00700375586442,0.170516338515236,-0.0947840534062447,-0.354936959742173,0.297185780554519,0.119482411312536,0.213710631923242,-0.243020837742306,0.137694182674521
"DS.BA.AA.U.1",6,"DS.BA.AA.U.1","Baltimore",0.409370467147283,63003,7.70615005680124,-0.636804290568619,0.085779542221483,0.59293535360581,-0.451813253519099,0.46171584653304,-0.369236155757695,-0.482097206209139,0.18615962597436,0.273211422369496,-0.0679198361560693,0.158187171662444,-0.600105495676464,-0.507041043439615,0.300697615029961
"DS.BA.AA.U.2",7,"DS.BA.AA.U.2","Baltimore",0.518294457657561,704773,-0.727824630192576,-3.15561989367195,-4.5959521297843,3.90330558609448,-2.80296032157792,-1.29799010673531,1.06174964724982,-2.05045308142065,2.87503486016127,-0.252871524352172,-1.20298085563986,-0.315315483381478,1.10004857791309,1.27348991408087,-0.722722776567437
"DS.BA.AA.U.4",8,"DS.BA.AA.U.4","Baltimore",0.433161174866,547752,-2.25896616397524,-5.60082227515451,-1.08794513015729,0.949577161753552,2.58340723382753,-2.36793050200727,-0.0706557828833423,0.94284977582735,-1.28777838737739,-0.0917298010329066,-0.930476623348994,4.60025512077348,-6.12609119822255,1.69626494635749,2.02260934548676
"DS.BA.CP.U.2",9,"DS.BA.CP.U.2","Baltimore",0.339621369165511,159389,6.08236402556102,2.07062789852986,-2.00617174475307,-1.57551155661899,1.42007717339859,0.344876726835896,-1.1760046418262,0.784800413706686,0.457960370346936,-0.0842821059157933,0.868948933976322,0.0141863748156478,-0.109092492672661,-0.0879627636796621,0.440328712820674
"DS.BA.CP.U.5",10,"DS.BA.CP.U.5","Baltimore",0.496677029125012,662107,0.396978205523104,-2.59509691706112,-4.58077950092978,5.47401266010461,-0.122613261513127,-0.321835708203085,0.995289847739125,-0.770607872049414,1.74637095372731,1.41025457997229,-2.74641225589388,-0.163401052508387,-0.496202760097724,-1.10963176063131,0.331699775471918
"DS.BA.DHI.U.1",11,"DS.BA.DHI.U.1","Baltimore",0.500328875614723,675147,0.293048485608058,-2.58652658256722,-5.27564035346508,4.24740863752279,0.428617938500033,-0.505601318763233,-0.044420582210729,-0.653600179506081,2.1528299262996,1.6863806891502,-1.4407448843606,-0.0889263876539623,-2.81102125450743,-2.45366139607034,0.585240127128939
"DS.BA.DHI.U.3",12,"DS.BA.DHI.U.3","Baltimore",0.423004106407008,491076,-3.76923303333734,-4.99218040080456,-4.35214565924495,-1.25779226130741,6.11891124287644,-3.27563330967224,-2.3280660609282,-4.68852865029309,1.46609503801314,-3.18502693887833,5.77466309305403,-1.14318869422612,5.35751845211248,-0.376308778541558,-5.67650178149721
"DS.BA.DHI.U.4",13,"DS.BA.DHI.U.4","Baltimore",0.470204405381026,540026,0.74890506217207,-0.598230626849069,-5.18598178165553,4.94973117142606,-0.219294635212876,1.02009246086801,0.123888358429368,-0.538147004132469,1.72363561831874,0.677809405826781,-1.18188616697401,-0.908064842868489,-1.14454814393648,-1.76623046333252,1.5348277179293
"DS.BA.DHI.U.5",14,"DS.BA.DHI.U.5","Baltimore",0.422436503579114,262775,2.81833860511351,-0.125798854709797,-3.07364980884917,0.133131787013192,2.18742846235179,-0.672621427642445,3.68163283118059,0.802487935866688,-0.298901514657109,1.70059375741655,-0.0519508411946009,0.56215947339351,1.1764467517487,1.15026376885582,-0.698814233436133
"DS.BA.GA.U.1",15,"DS.BA.GA.U.1","Baltimore",0.278628866006766,111617,6.24581766084211,-2.5648316894507,1.43567709798078,-0.299431825471353,0.853816027695504,2.94241954232477,-3.08772484940721,-2.3149865211382,-1.05109739038779,0.308800536215182,0.322215541859625,-0.382692919482378,0.112408531199147,1.26747959593229,1.76922065408107
"DS.BA.GA.U.2",16,"DS.BA.GA.U.2","Baltimore",0.419233430595273,474738,-3.45693469090757,-4.05636935112483,-7.21284835287904,-6.23273553252257,2.43213500393734,-3.6973252888802,-0.0880099397682649,-3.36909398486822,-0.0537727885537662,-3.60576440373194,6.12818787000875,0.144468960564682,1.6105625699527,-2.48551020662706,0.0015771961939012
"DS.BA.GA.U.3",17,"DS.BA.GA.U.3","Baltimore",0.399860081502545,115526,7.16531400325633,1.69552846265183,-1.87417922578053,0.471322038243534,-0.152088822381201,0.118598263239817,0.859728211591854,0.95145377281104,1.48987731651248,0.194225617431584,0.326629397263822,-0.101020072353196,-0.56974411641347,0.248325353559042,0.358762742487158
"DS.BA.GA.U.4",18,"DS.BA.GA.U.4","Baltimore",0.462666045219561,720616,-1.59563922583312,-2.14689968797667,-6.26392149829817,2.63195353517514,5.57807274711658,-3.16311673249086,0.630771667328237,1.37281230160755,4.50386238315952,0.553278957907079,-0.236331699637849,-0.462338959762152,-0.855228951841413,2.00980937391958,-1.34064064288697
"DS.BA.LA.U.1",19,"DS.BA.LA.U.1","Baltimore",0.329790467349311,255920,1.12986499704655,-6.78491664165959,-0.67728628405723,0.697666222359429,4.5032017006016,3.52087981837138,-0.668186765285909,-2.0427825243176,-2.39441915339762,1.19014699379182,2.0155441796203,1.65640095653873,0.827732885489031,-1.32580173165836,-0.598292198869696
"DS.BA.LA.U.2",20,"DS.BA.LA.U.2","Baltimore",0.359405473864016,133268,7.81860885469228,-0.910316279521154,1.58351717726445,-0.288178893412307,0.934180789063349,0.578165278466493,-1.71997536116472,-0.820977129992742,-0.530714552871812,-0.134555745696911,0.133445494321758,0.974342914708518,-0.647146273114347,-0.305863810104703,-0.0340324582884837
"DS.BA.LA.U.3",21,"DS.BA.LA.U.3","Baltimore",0.38696899935728,423254,-2.53858736446134,-5.86452399009357,-4.11008018518333,-4.00073011168776,4.22718854028783,-3.05436027973814,-1.80154207035756,-2.94011431821807,-1.42620136723189,-1.76867159054468,4.85651443350009,2.89286594983293,-0.313506717668057,-2.20294021520493,1.13855064673624
"DS.BA.LA.U.5",22,"DS.BA.LA.U.5","Baltimore",0.487597775739126,617934,-0.610972307673767,-3.73669194539603,-2.92319731294179,2.76326610670957,1.83888842888084,-2.34784094051562,2.13519868732191,0.15678346577375,0.155894223549136,1.24038320389989,-1.29150098983002,2.79453441011979,-1.72353549556092,1.82537024216506,-0.0352152538456074
"DS.BA.LH-1.M.1",23,"DS.BA.LH-1.M.1","Baltimore",0.349368320173308,90261,6.15904250590177,-1.92015360703481,0.973993612731142,0.702459055776189,0.159070285789234,0.147248175505408,-0.204378930138219,-0.580225935772328,-0.484136694825562,0.201954913823905,0.183587024532732,0.907597266550336,-0.725216275461159,-0.185057950614398,-0.16550628471256
"DS.BA.LH-1.M.2",24,"DS.BA.LH-1.M.2","Baltimore",0.452703172280216,472676,2.52631355012795,-0.604937343347481,-4.42455065066357,4.7993938190446,2.49939955838145,0.590218881330177,1.68095353009701,2.17391788677167,1.49734252571809,0.868264184581625,0.384158036431882,0.494957876655824,-1.90489122225539,-0.330721470989186,2.25196802356519
"DS.BA.LH-1.M.4",25,"DS.BA.LH-1.M.4","Baltimore",0.386760410288108,284118,2.85766416650903,3.6336244042693,-3.59002717618033,-0.913646293130096,2.22415918067153,-0.489638738779432,0.1637361675244,1.14974698249963,1.80093103065049,1.03564730010975,-0.393169935430366,-1.11046950384077,0.859118793572326,-0.0435690053699458,-0.537914762521604
"DS.BA.LH-2.M.1",26,"DS.BA.LH-2.M.1","Baltimore",0.448605658663069,495067,1.98997953329525,0.463085594493906,-5.93633242671309,4.84803986527438,2.83061183733793,-0.533310651899509,-0.130777961998019,2.13023202841363,3.45191175760669,0.515053432632109,-1.07915784919801,-1.67267444456008,-0.531861026949143,-1.59004432490842,0.5478173422975
"DS.BA.LH-2.M.3",27,"DS.BA.LH-2.M.3","Baltimore",0.37112914708014,275041,3.95082423655183,1.23729556358876,-5.11892183899894,0.167919567938466,2.56989849461506,-1.17375374208745,-0.0255679337970174,1.41261331590525,2.29279988573334,0.148064588510334,1.74233574279103,-0.973611487267838,0.431891420752177,0.503912839696763,-0.118954685924207
"DS.BA.LH-2.M.5",28,"DS.BA.LH-2.M.5","Baltimore",0.428191877012964,592775,-4.06300689787872,4.78762187090489,-1.5189059107555,3.71308609251911,0.0904641851612502,0.585772687539786,-0.59928685607385,-1.89337180323263,4.19457659005303,-0.768819624781598,-3.14200196916225,-2.86370881950259,0.229015846327899,-4.88877771455266,-0.455323206106515
"DS.BA.LH-3.M.1",29,"DS.BA.LH-3.M.1","Baltimore",0.458551572293844,713306,-2.51195446211953,-1.01922131242524,-4.71435631814746,5.59019661663916,1.22939965138433,0.484063483322699,-3.03663435457011,-1.29514481937058,5.82529064558344,-1.0945189997258,-3.91662495412515,-3.92065100867266,2.80649824119712,-3.80182443170622,-2.44643452458209
"DS.BA.LH-3.M.2",30,"DS.BA.LH-3.M.2","Baltimore",0.453238581422363,448970,-0.721038246144238,-1.18381917246132,-4.77222711175423,1.89637137208984,5.1394699945978,-2.45664642986024,1.27657703751586,1.63189367557928,2.29017466150863,2.25454829250892,-0.462676916738557,0.724255131010201,3.10883573995169,1.40032680417924,-0.868483231632983
"DS.BA.LH-3.M.3",31,"DS.BA.LH-3.M.3","Baltimore",0.380567240160423,206194,5.83838874221753,2.99532039516658,-0.281042026614895,-0.126405940884637,2.27983707383991,0.754086970161283,-1.95745122345658,-0.922676010592341,2.20519889038384,-0.116865055147302,-0.165744794056649,-0.192626378326536,-0.843315559880143,0.465056257097089,0.181910550379861
"DS.BA.LH-3.M.4",32,"DS.BA.LH-3.M.4","Baltimore",0.361880856324231,577582,-0.809524711215771,-8.53765104315592,2.00962713863087,-0.208598435760904,5.69849065455014,6.30439902639812,-11.2100578007061,-4.66798602493207,-4.57198727747516,-2.60011565271715,-2.9457235855568,0.234084908892227,5.80678155942421,-2.06167495967628,3.87877441952531
"DS.BA.LH-3.M.5",33,"DS.BA.LH-3.M.5","Baltimore",0.43747104004647,490906,1.47515321016581,2.20141645256825,-5.41988501537109,5.09130431094709,3.08547867519053,0.501762366791905,-0.527489200440521,2.73117405641587,3.01969208723906,0.487186352169605,0.10954857894762,-1.05715653497247,0.77140428662169,-0.154640881870332,0.145152664714083
"DS.BA.LL-3.M.1",34,"DS.BA.LL-3.M.1","Baltimore",0.386358976097974,293533,3.49924223694932,0.786121948618948,-4.44251287885687,1.27114008036268,4.33155719935573,-0.872378093309052,0.238911506073602,1.98182011573947,2.26134812581619,0.843205153888154,0.835351347801955,-0.708342352585107,-1.13748141379235,0.524924201353618,0.805848780617237
"DS.BA.LL-3.M.3",35,"DS.BA.LL-3.M.3","Baltimore",0.45432569503946,769550,0.199901612895618,0.0553445256924278,-7.08390872838754,5.86924471614825,1.05604871683269,-0.365312450754999,-0.522193844158609,2.62612460968668,5.33536689367663,0.0246527315156757,-1.6788838328607,-3.29312632467563,0.538818580900007,-1.04647530491223,-0.898626993535639
"DS.BA.LL-4.M.1",36,"DS.BA.LL-4.M.1","Baltimore",0.435362083638388,591268,-4.1244986852414,-4.82895483597918,-3.540478827838,-1.93960337447476,4.58351452403293,-3.9570431806752,-0.410213328856699,-4.27847751618193,3.29518148996275,-2.44924669791964,6.88932803068872,0.186273979681441,1.85886135944222,2.39883703773351,-3.10563469037143
"DS.BA.LL-4.M.3",37,"DS.BA.LL-4.M.3","Baltimore",0.45783469523708,534453,-1.23203894413585,-2.81775554954956,-3.91342277390937,3.49283104407416,5.32137611166209,-1.79832795380197,2.69095153562693,1.31729917080894,-0.949464638439586,2.31031067021107,-1.41166350963059,1.91508300385644,2.27763806986732,1.79131205836925,0.142369508129988
"DS.BA.LL-4.M.5",38,"DS.BA.LL-4.M.5","Baltimore",0.399950777151271,581959,-3.0793408637192,-2.43619448347349,-8.47416359589154,-6.39855257086166,1.19522368123697,-4.34385193849448,-1.21825308291291,-1.5479011679787,2.46157650013447,-3.7744958959485,6.82424245620824,-1.92801042953743,2.73086677194106,0.0531159706045534,-3.73230271698864
"DS.BA.PIK.U.1",39,"DS.BA.PIK.U.1","Baltimore",0.431279134752182,657301,1.81871921540305,-0.517988126594157,-4.22040874924117,5.43737995051386,4.23780488583145,0.81283849458327,-0.617126913254597,4.44729440265823,-1.51105088967099,-0.394211771480936,2.14978298959193,-1.13099500072983,-3.41043602154098,-0.992478168195874,4.5616710359865
"DS.BA.PIK.U.3",40,"DS.BA.PIK.U.3","Baltimore",0.322516078333634,140015,4.02216393425265,7.39271723276743,0.463475747502904,-4.07944967495279,0.327899757988115,1.07141232619199,-0.477194876186079,-0.635427862534269,1.17459310084336,-0.928979995020068,0.802711057455843,-0.425965647428533,0.334558299589784,-0.28031910990348,-0.39987595355535
"DS.BA.PSP.M.2",41,"DS.BA.PSP.M.2","Baltimore",0.345465793607065,137611,7.08841587868463,1.65702790009713,0.679686105211061,-0.997885208721456,1.72364841494381,0.731070940489867,-1.80920733054461,-0.912939031419778,0.420959290546663,-0.0501439322227913,0.340947440543924,-0.139522126051036,-0.757124497712958,0.0527677404422727,0.00630630237398017
"DS.BA.PSP.M.5",42,"DS.BA.PSP.M.5","Baltimore",0.502049740998435,677472,-0.65403279363489,-2.98392305393023,-4.04402638496851,5.59215595379312,-1.35737608110627,-0.757725520725273,-0.206402810353641,-1.56968320885568,2.3176822869739,0.520280638016766,-2.62845444304867,0.754299551531605,-0.820276623715573,-0.679261108960755,-0.877499367043559
"DS.BA.RG-1.M.1",43,"DS.BA.RG-1.M.1","Baltimore",0.50424248249376,883182,-2.89536212582027,-2.56871372057193,-4.40945370853095,2.7188437715653,5.83417942265309,-1.75753244076159,0.214097421120135,-0.582307269192806,3.64601496184141,0.809996219006094,-0.799009579977693,0.628116397199296,3.57218374335557,3.75604130497579,-5.94780371679738
"DS.BA.RG-1.M.3",44,"DS.BA.RG-1.M.3","Baltimore",0.426810102066812,604374,-2.73884922536419,-6.58530390204506,-0.180087777797199,1.81358114448861,5.50448087088164,3.16567425817736,-6.92845832789014,-2.68418860967213,-4.13811470507792,-3.19104945620288,-5.99665222976798,3.97438416255982,3.20544005192982,1.38214208289321,-1.68111588193709
"DS.BA.RG-1.M.4",45,"DS.BA.RG-1.M.4","Baltimore",0.439204411787624,308329,4.43388169220823,2.26162338222776,-2.75128902915729,3.12788656554712,1.60236596465143,-0.211874605282572,0.304224750044779,1.08922449820454,1.68075829004372,0.971460398737128,-0.438305170676385,-0.265765885771056,-0.358255714946445,0.0677305054466413,-0.55079120327994
"DS.BA.RG-2.M.2",46,"DS.BA.RG-2.M.2","Baltimore",0.407645412554856,437188,-3.32398843005109,-3.05482684016337,-5.03795154760355,-0.638142971163397,2.52218174408779,-2.1198531341117,1.00836301821904,-1.26399616976947,0.557721958229405,-1.62194698124811,-2.93869348726833,0.328318501336044,-0.362347326603795,-0.325499748836785,-1.0160630335282
"DS.BA.RG-2.M.3",47,"DS.BA.RG-2.M.3","Baltimore",0.435017826450581,441820,2.66386411424393,0.73322126740897,-5.64611914090984,3.80578957564363,2.54586991724758,1.20391810791948,1.32480235549184,4.86837394683318,1.95282162694066,0.60267290176439,1.53043474238315,-0.841995895855451,-1.67097705996157,1.64849142027107,2.54366804844027
"DS.BA.RG-2.M.4",48,"DS.BA.RG-2.M.4","Baltimore",0.462682623732152,612415,0.00893509304586878,-2.17098249208005,-5.32475387119978,2.46080311446545,4.73791325726022,-2.21348022817533,1.0997233988778,2.7233599236694,2.2615082781535,2.28274606891657,0.353360196772442,1.19474277476678,2.18869215608584,2.84663579631927,-0.0375306041324834
"DS.BA.RG-2.M.5",49,"DS.BA.RG-2.M.5","Baltimore",0.291023857370959,52852,6.81307989663329,-3.51905841101265,2.43288889306341,-0.0679500022026159,1.37245725190855,2.57040105814254,-2.86936846028439,-1.13849760379782,-1.366056741389,-0.538148579433833,-0.187875965677319,0.366859097391075,0.613593964305743,-0.59229065135066,0.710650071739624
"DS.BA.TRC.U.2",50,"DS.BA.TRC.U.2","Baltimore",0.4094524442537,535193,-2.42549391653771,-7.5138208203099,-0.377691376849863,0.268366811275293,6.52756055314443,2.92657010304565,-7.61671650937458,-3.08859076737084,-4.84929678528733,-5.3099939860899,-3.52152680976977,1.02562979159391,4.24696174801409,-1.60125175231497,-0.694532981886772
"DS.BA.TRC.U.3",51,"DS.BA.TRC.U.3","Baltimore",0.488069222116403,807702,1.79116710704209,-1.94658380253147,-4.72803084964813,5.52424938578124,0.224519177989515,-0.472975751862209,0.139976163076886,0.428367230624049,2.95853041860235,0.288959893548097,-2.13199732538072,-0.0097070826904538,-2.2046604062439,-1.90545222438922,0.921471489746091
"DS.BA.TRC.U.4",52,"DS.BA.TRC.U.4","Baltimore",0.42219093551354,75108,7.14916516436409,-1.03638585234945,0.333767577405161,0.562145098729666,-0.33984628303573,0.60629887649231,0.0216425371218695,-0.600546722003956,-0.109723775848753,0.0676506511832235,0.281314523064264,0.248621843198263,-0.563003481492137,0.22677346848161,0.323031023698636
"DS.BA.TRC.U.5",53,"DS.BA.TRC.U.5","Baltimore",0.382605549446292,273710,3.87490831360776,1.28533198627866,-4.35363490296851,0.624767964344857,3.95990388824786,-0.600372653347614,0.202445794442614,1.17952405142245,2.09690075620725,0.131665210466257,1.09120664250862,-1.56305967318033,0.266278746730983,0.112745836946493,-0.44173171037957
"DS.BA.W3.M.2",54,"DS.BA.W3.M.2","Baltimore",0.451140164336944,655110,0.62791729093245,1.35222900833322,-7.07816264425344,5.53851875081752,5.46820629186209,-0.0319849056185661,-0.278516497165388,5.97572518855662,4.51253565031892,0.367106023836994,0.615444261505523,-4.51231754094999,-1.02999852398392,0.289339427071377,1.91735979516766
"DS.BA.W3.M.3",55,"DS.BA.W3.M.3","Baltimore",0.367459723879723,44400,6.4999639614864,-0.894581295012756,-2.25046455983977,-0.825386533292094,-1.36677232441478,-0.696432164684583,0.969430938444169,-0.591045895927257,0.307553530414999,-0.101682552216213,0.436782166320918,0.475102512536673,-0.567693069441338,-0.123573582615601,-0.258969414846153
"DS.BA.W3.M.4",56,"DS.BA.W3.M.4","Baltimore",0.352527869925175,148601,7.11176373365413,2.14860046334549,-1.34077122887097,-1.88877789667447,0.96353965013356,0.77516151851556,-0.623625339660727,-0.749864103798877,1.04398668070644,-0.0713656493703697,1.15901077030626,-0.377151701247623,-0.00909853082980304,0.174921154595158,0.0992736334803787
